﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:49e9eCJwK2aMkPk4rPX3fD","The Sleep","Pantera","Cowboys from Hell","1","11","347013","spotify:user:mmccaff","2019-05-15T21:31:14Z"
"spotify:track:17sbfQLWxyC0ciBXi9g54f","The Art of Shredding","Pantera","Cowboys from Hell","1","12","258093","spotify:user:mmccaff","2019-05-15T21:31:14Z"
"spotify:track:5Q5JuwRUZQVNXTCoAkjgQf","Clockworks","Meshuggah","The Violent Sleep of Reason","1","1","435040","spotify:user:mmccaff","2019-05-15T21:35:08Z"
"spotify:track:6GYyGwbJeHyFj9po98ZGpS","Born in Dissonance","Meshuggah","The Violent Sleep of Reason","1","2","274586","spotify:user:mmccaff","2019-05-15T21:35:08Z"
"spotify:track:1vRtCw9u1ceYFfVhcBBV8r","Monstrocity","Meshuggah","The Violent Sleep of Reason","1","3","373520","spotify:user:mmccaff","2019-05-15T21:35:08Z"
"spotify:track:0d58Efb9ry1HjsJvl9lZRT","By the Ton","Meshuggah","The Violent Sleep of Reason","1","4","364253","spotify:user:mmccaff","2019-05-15T21:35:08Z"
"spotify:track:0cZLOND9cl3cX7j1KX0WD5","Violent Sleep of Reason","Meshuggah","The Violent Sleep of Reason","1","5","411253","spotify:user:mmccaff","2019-05-15T21:35:08Z"
"spotify:track:5v5T07auBhaLLrtDaTTsrX","Ivory Tower","Meshuggah","The Violent Sleep of Reason","1","6","299600","spotify:user:mmccaff","2019-05-15T21:35:08Z"
"spotify:track:4URubX3zSbc5R6Xezhl6te","Stifled","Meshuggah","The Violent Sleep of Reason","1","7","391413","spotify:user:mmccaff","2019-05-15T21:35:08Z"
"spotify:track:4EQdCzwULQOJJkpUSWEbkX","Nostrum","Meshuggah","The Violent Sleep of Reason","1","8","315440","spotify:user:mmccaff","2019-05-15T21:35:08Z"
"spotify:track:53JPn6vdXbMIWTaI1clhKY","Our Rage Won't Die","Meshuggah","The Violent Sleep of Reason","1","9","281693","spotify:user:mmccaff","2019-05-15T21:35:08Z"
"spotify:track:2rNUKmKT8YabKOFZnqGjEU","Into Decay","Meshuggah","The Violent Sleep of Reason","1","10","392146","spotify:user:mmccaff","2019-05-15T21:35:08Z"
"spotify:track:5u3l2TONYacJgmRPQVaF9y","Twilight Of The Thunder God","Amon Amarth","Twilight Of The Thunder God","1","1","248746","spotify:user:mmccaff","2019-05-15T21:38:12Z"
"spotify:track:5Dx8DhETu8DryPg4ap0DDc","Free Will Sacrifice","Amon Amarth","Twilight Of The Thunder God","1","2","248746","spotify:user:mmccaff","2019-05-15T21:38:12Z"
"spotify:track:2DR9AzDhYeStkHupvU08FC","Guardians Of Asgaard","Amon Amarth","Twilight Of The Thunder God","1","3","263160","spotify:user:mmccaff","2019-05-15T21:38:12Z"
"spotify:track:7sW6sWJxVBT65FPLHgRYUT","Where Is Your God?","Amon Amarth","Twilight Of The Thunder God","1","4","191293","spotify:user:mmccaff","2019-05-15T21:38:12Z"
"spotify:track:1Vps9IVy4MXNzBNrzlkAiB","Varyags Of Miklagaard","Amon Amarth","Twilight Of The Thunder God","1","5","258186","spotify:user:mmccaff","2019-05-15T21:38:12Z"
"spotify:track:1hk3KoGI5WlLbSvE3u88hR","Tattered Banners And Bloody Flags","Amon Amarth","Twilight Of The Thunder God","1","6","270066","spotify:user:mmccaff","2019-05-15T21:38:12Z"
"spotify:track:1wE9SZ9tLHyVIkGwDGpvv5","No Fear For The Setting Sun","Amon Amarth","Twilight Of The Thunder God","1","7","232173","spotify:user:mmccaff","2019-05-15T21:38:12Z"
"spotify:track:3fTwPebsGs7q0rOrFkuwrF","The Hero","Amon Amarth","Twilight Of The Thunder God","1","8","241853","spotify:user:mmccaff","2019-05-15T21:38:12Z"
"spotify:track:12ZmgHSXxzQKXetOIstzcT","Live For The Kill","Amon Amarth","Twilight Of The Thunder God","1","9","249706","spotify:user:mmccaff","2019-05-15T21:38:12Z"
"spotify:track:0neBDiKwSS6L67sFNwQapy","Embrace The Endless Ocean","Amon Amarth","Twilight Of The Thunder God","1","10","404200","spotify:user:mmccaff","2019-05-15T21:38:12Z"
"spotify:track:138ADAIJra5lBNbqQF2m7z","Sehnsucht","Rammstein","Sehnsucht","1","1","244426","spotify:user:mmccaff","2019-05-16T15:08:16Z"
"spotify:track:0xQZkTxb49QpopIZQhKJUY","Engel","Rammstein","Sehnsucht","1","2","264266","spotify:user:mmccaff","2019-05-16T15:08:16Z"
"spotify:track:2mJabhCPoHBA7a6uLLbDlV","Tier","Rammstein","Sehnsucht","1","3","226066","spotify:user:mmccaff","2019-05-16T15:08:16Z"
"spotify:track:0G7gu8m9HuYX3vAAz2gcFi","Bestrafe mich","Rammstein","Sehnsucht","1","4","216866","spotify:user:mmccaff","2019-05-16T15:08:16Z"
"spotify:track:6uEvFCaOqXyEidoO8BZbyh","Du hast","Rammstein","Sehnsucht","1","5","234226","spotify:user:mmccaff","2019-05-16T15:08:16Z"
"spotify:track:0SCkN2QprWk02svK0HCZ2n","Bück dich","Rammstein","Sehnsucht","1","6","201533","spotify:user:mmccaff","2019-05-16T15:08:16Z"
"spotify:track:5tNhreO6L8kfvQSqPjuGUg","Spiel mit mir","Rammstein","Sehnsucht","1","7","285200","spotify:user:mmccaff","2019-05-16T15:08:16Z"
"spotify:track:5pRKNboeEfPCaitVvh7F8S","Klavier","Rammstein","Sehnsucht","1","8","262053","spotify:user:mmccaff","2019-05-16T15:08:16Z"
"spotify:track:1ilqu0y37Kl1sgF4jfIkle","Alter Mann","Rammstein","Sehnsucht","1","9","262706","spotify:user:mmccaff","2019-05-16T15:08:16Z"
"spotify:track:07CUEJZd1N8NFKcIeHiFbR","Eifersucht","Rammstein","Sehnsucht","1","10","215866","spotify:user:mmccaff","2019-05-16T15:08:16Z"
"spotify:track:21lHn1YDJIcM695Lob0l0R","Küss mich (Fellfrosch)","Rammstein","Sehnsucht","1","11","210360","spotify:user:mmccaff","2019-05-16T15:08:16Z"
"spotify:track:2SPOJ05y83SbWmV7qCUBrW","Out of Line","Gesaffelstein","Aleph","1","1","155946","spotify:user:mmccaff","2019-05-16T15:12:49Z"
"spotify:track:2jJIxT6WAIVWzDo3Ou53Q0","Pursuit","Gesaffelstein","Aleph","1","2","247603","spotify:user:mmccaff","2019-05-16T15:12:49Z"
"spotify:track:4Lj9KL6nIAHi2GlVjPCeia","Nameless","Gesaffelstein","Aleph","1","3","279426","spotify:user:mmccaff","2019-05-16T15:12:49Z"
"spotify:track:5Ub5SzOZ2kGwoazjnQSfdS","Destinations","Gesaffelstein","Aleph","1","4","216720","spotify:user:mmccaff","2019-05-16T15:12:49Z"
"spotify:track:7nyprGzLfhdp0zJfa0peji","Obsession","Gesaffelstein","Aleph","1","5","249373","spotify:user:mmccaff","2019-05-16T15:12:49Z"
"spotify:track:0hLgXCcfChXIcOnSSCk4Jz","Hellifornia","Gesaffelstein","Aleph","1","6","220813","spotify:user:mmccaff","2019-05-16T15:12:49Z"
"spotify:track:0W2275seLSrfjHxeWmDb6l","Aleph","Gesaffelstein","Aleph","1","7","286826","spotify:user:mmccaff","2019-05-16T15:12:49Z"
"spotify:track:5K1EwbZ0vBR2YDKRhGtBy5","Wall of Memories","Gesaffelstein","Aleph","1","8","230693","spotify:user:mmccaff","2019-05-16T15:12:49Z"
"spotify:track:4nTvFLQm82TqJylWDrNMvG","Duel","Gesaffelstein","Aleph","1","9","239333","spotify:user:mmccaff","2019-05-16T15:12:49Z"
"spotify:track:0mA1O0OQJPdY6eeMRWh5tj","Piece of Future","Gesaffelstein","Aleph","1","10","309880","spotify:user:mmccaff","2019-05-16T15:12:49Z"
